Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
42,20,RL,115.0,16905,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,383,1350,GasA,Gd,Y,SBrkr,0,1328,0,1,1,2,1,TA,Typ,2,Attchd,RFn,1,TA,TA,P,0,104,7,2007,WD,Normal,170000
881,20,RL,60.0,7024,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,110,1090,GasA,Gd,Y,SBrkr,0,1090,1,1,1,2,1,TA,Typ,0,Attchd,Fin,2,TA,TA,Y,0,49,6,2007,WD,Normal,157000
1015,20,RL,60.0,11664,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,6,5,1948,1950,Gable,CompShg,MetalSd,MetalSd,206.0,TA,TA,CBlock,TA,Fa,No,BLQ,336,Unf,746,1082,GasA,TA,Y,SBrkr,0,1082,0,1,0,2,1,TA,Typ,1,Detchd,Unf,1,TA,TA,Y,0,130,11,2007,WD,Normal,119200
709,60,RL,65.0,9018,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,728,1456,0,2,1,3,1,Gd,Typ,1,Attchd,Fin,2,TA,TA,Y,100,24,7,2007,New,Partial,179540
575,80,RL,70.0,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,82.0,TA,TA,CBlock,TA,TA,Av,ALQ,349,Unf,23,372,GasA,TA,Y,SBrkr,533,1109,0,1,0,3,1,TA,Typ,0,BuiltIn,Unf,1,TA,TA,Y,35,0,12,2007,WD,Normal,139000
1437,20,RL,60.0,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,TA,TA,No,ALQ,616,Unf,248,864,GasA,TA,Y,SBrkr,0,864,0,1,0,3,1,TA,Typ,0,Detchd,Unf,2,TA,TA,Y,0,0,5,2007,WD,Normal,120500
764,60,RL,82.0,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,89,1252,GasA,Ex,Y,SBrkr,1097,2365,1,2,1,3,1,Gd,Typ,1,Attchd,RFn,3,TA,TA,Y,0,128,7,2009,WD,Normal,337000
1453,180,RM,35.0,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,547,GasA,Gd,Y,SBrkr,0,1072,1,1,0,2,1,TA,Typ,0,Basment,Fin,2,TA,TA,Y,0,28,5,2006,WD,Normal,145000
136,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,288.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,1304,1304,GasA,Gd,Y,SBrkr,0,1682,0,2,0,3,1,TA,Typ,1,Attchd,Unf,2,TA,TA,Y,98,0,5,2008,WD,Normal,174000
1394,190,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,482,482,GasA,Ex,N,SBrkr,691,1912,0,2,0,3,2,TA,Typ,1,Detchd,Unf,2,Gd,TA,Y,0,25,4,2008,WD,Normal,163000
752,60,RL,70.01578947368421,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,660,660,GasA,Ex,Y,SBrkr,660,1320,0,2,1,3,1,Gd,Typ,0,Attchd,Fin,2,TA,TA,Y,0,48,8,2007,WD,Normal,162000
625,60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,288.0,TA,TA,CBlock,TA,TA,No,Rec,247,Unf,485,732,GasA,Gd,Y,SBrkr,778,1790,1,1,2,4,1,TA,Min2,1,Attchd,RFn,2,TA,TA,Y,148,0,11,2006,WD,Normal,165150
557,20,RL,69.0,14850,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,895,Unf,197,1092,GasA,TA,Y,FuseA,0,1092,1,1,0,2,1,TA,Typ,1,Attchd,Fin,1,TA,TA,Y,268,0,5,2006,WD,Normal,141000
453,60,RL,70.01578947368421,9303,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,130,872,GasA,Ex,Y,SBrkr,868,1756,1,2,1,3,1,TA,Typ,0,Attchd,Fin,2,TA,TA,Y,144,122,7,2007,WD,Normal,204000
1405,50,RL,60.0,10410,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,672,672,GasA,TA,Y,SBrkr,520,1214,0,1,0,3,1,TA,Typ,0,Detchd,Unf,3,TA,TA,Y,216,0,1,2006,WD,Family,105000
730,30,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,628,780,GasA,TA,Y,FuseA,0,1208,0,1,0,2,1,TA,Typ,0,Detchd,Unf,2,TA,TA,Y,0,23,1,2009,WD,Normal,103000
1282,20,RL,50.0,8049,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,256,1309,GasA,TA,Y,SBrkr,0,1339,1,2,0,2,1,TA,Typ,1,Attchd,Fin,2,Gd,Gd,Y,0,58,7,2006,WD,Normal,180000
1009,20,RL,43.0,12118,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,108.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,1710,1710,GasA,Ex,Y,SBrkr,0,1710,0,2,0,3,1,Gd,Typ,1,Attchd,Fin,2,TA,TA,Y,100,48,4,2009,WD,Normal,240000
26,20,RL,110.0,14230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1566,1566,GasA,Ex,Y,SBrkr,0,1600,0,2,0,3,1,Gd,Typ,1,Attchd,RFn,3,TA,TA,Y,0,56,7,2009,WD,Normal,256300
863,20,RL,81.0,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,702,1040,GasA,TA,Y,SBrkr,0,1097,0,2,0,3,1,TA,Typ,0,Attchd,Unf,2,TA,TA,Y,0,0,5,2010,WD,Normal,152000
1402,60,RL,62.0,7415,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,GLQ,759,Unf,80,839,GasA,Ex,Y,SBrkr,729,1593,1,2,1,3,1,TA,Typ,1,Attchd,Fin,2,TA,TA,Y,100,75,4,2008,WD,Normal,193000
391,50,RL,50.0,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,229,861,GasA,Ex,Y,SBrkr,406,1367,1,1,0,4,1,TA,Typ,0,Detchd,Unf,1,TA,TA,Y,0,130,4,2008,WD,Normal,119000
665,20,RL,49.0,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721,Unf,356,2077,GasA,Ex,Y,SBrkr,0,2097,1,1,1,1,1,Ex,Typ,1,Attchd,Fin,3,TA,TA,Y,192,267,1,2006,New,Partial,423000
380,60,RL,60.0,8123,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,982,982,GasA,Ex,Y,SBrkr,793,1800,0,2,1,3,1,TA,Typ,1,Attchd,Fin,2,TA,TA,Y,100,63,6,2009,WD,Normal,179000
165,40,RM,40.0,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370,Unf,779,1149,GasA,Gd,Y,FuseA,467,1616,0,2,0,3,1,Gd,Typ,0,Detchd,Unf,1,TA,TA,Y,0,0,10,2007,WD,Normal,152000
651,60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,104.32938643702906,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,813,813,GasA,Ex,Y,SBrkr,843,1665,0,2,1,3,1,Gd,Typ,0,Attchd,RFn,2,TA,TA,Y,0,0,5,2008,WD,Normal,205950
516,20,RL,94.0,12220,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,305.0,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,570,2006,GasA,Ex,Y,SBrkr,0,2020,1,2,1,3,1,Ex,Typ,1,Attchd,Fin,3,TA,TA,Y,156,54,9,2009,New,Partial,402861
460,50,RL,70.01578947368421,7015,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,524,709,GasA,TA,Y,SBrkr,224,1203,1,1,0,3,1,Gd,Typ,1,Detchd,Unf,1,TA,TA,Y,0,0,7,2009,WD,Normal,110000
1187,190,RL,107.0,10615,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,538,978,GasA,TA,Y,SBrkr,685,1699,1,2,0,3,2,TA,Typ,0,CarPort,Unf,2,Fa,Fa,Y,0,74,8,2009,WD,Abnorml,95000
220,120,RL,43.0,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,1232,1248,GasA,Ex,Y,SBrkr,0,1248,0,2,0,2,1,Gd,Typ,0,Attchd,Fin,2,TA,TA,Y,108,0,3,2006,New,Partial,167240
1143,60,RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,316,1466,GasA,Ex,Y,SBrkr,1362,2828,1,3,0,4,1,Gd,Typ,1,BuiltIn,RFn,3,TA,TA,Y,125,144,4,2007,New,Partial,424870
29,20,RL,47.0,16321,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277,Unf,207,1484,GasA,TA,Y,SBrkr,0,1600,1,1,0,2,1,TA,Typ,2,Attchd,RFn,1,TA,TA,Y,288,258,12,2006,WD,Normal,207500
284,20,RL,74.0,9612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1468,1468,GasA,Ex,Y,SBrkr,0,1468,0,2,0,3,1,Gd,Typ,1,Attchd,Fin,3,TA,TA,Y,210,150,12,2009,New,Partial,244600
1310,20,RL,70.01578947368421,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,78,1278,GasA,Gd,Y,SBrkr,0,1294,1,2,0,3,1,Gd,Typ,0,Attchd,RFn,2,TA,TA,Y,112,51,6,2008,WD,Normal,179200
40,90,RL,65.0,6040,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,0.0,TA,TA,PConc,,,,,0,,0,0,GasA,TA,N,FuseP,0,1152,0,2,0,2,2,Fa,Typ,0,,,0,,,N,0,0,6,2008,WD,AdjLand,82000
443,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,1078,1078,GasA,TA,Y,SBrkr,445,1573,0,2,0,3,1,TA,Typ,1,Detchd,Unf,2,TA,TA,P,0,0,6,2008,WD,Normal,162900
231,20,RL,73.0,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1194,1194,GasA,TA,Y,SBrkr,0,1194,1,1,0,3,1,TA,Typ,0,Attchd,RFn,1,TA,TA,Y,0,0,4,2010,WD,Normal,148000
184,50,RM,63.0,11426,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1362,1362,GasA,Ex,Y,SBrkr,720,2082,0,2,1,3,1,Gd,Mod,0,Detchd,Unf,2,TA,TA,N,280,238,6,2008,WD,Normal,200000
494,20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,363,1269,GasA,TA,Y,FuseA,0,1269,0,1,1,3,1,TA,Typ,1,Detchd,Unf,1,TA,TA,Y,0,0,6,2008,WD,Normal,155000
1206,20,RL,90.0,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,1496,2158,GasA,Gd,Y,SBrkr,0,2196,0,2,0,3,1,Gd,Typ,1,Attchd,RFn,3,TA,TA,Y,84,70,6,2009,WD,Normal,271900
850,80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,528,528,GasA,Ex,Y,SBrkr,761,1855,0,2,1,3,1,TA,Typ,1,Attchd,RFn,2,TA,TA,Y,113,100,8,2007,WD,Normal,187000
1053,60,RL,100.0,9500,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,272.0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,374,816,GasA,TA,Y,SBrkr,850,1977,0,1,1,4,1,TA,Typ,1,Attchd,RFn,2,TA,TA,Y,0,52,6,2007,WD,Normal,165000
828,20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,1434,1454,GasA,Ex,Y,SBrkr,0,1434,0,2,0,3,1,Gd,Typ,1,Attchd,RFn,2,TA,TA,Y,290,39,4,2009,WD,Normal,189000
172,20,RL,141.0,31770,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,Unf,441,1080,GasA,Fa,Y,SBrkr,0,1656,1,1,0,3,1,TA,Typ,2,Attchd,Fin,2,TA,TA,P,210,62,5,2010,WD,Normal,215000
98,20,RL,73.0,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,440,960,GasA,TA,Y,FuseF,0,960,1,1,0,3,1,TA,Typ,0,Attchd,Fin,1,TA,TA,P,120,0,5,2007,WD,Normal,94750
1039,160,RM,21.0,1533,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,546,546,GasA,TA,Y,SBrkr,546,1344,0,1,1,3,1,TA,Typ,1,,,0,,,Y,0,0,5,2009,WD,Normal,97000
612,80,RL,70.01578947368421,10395,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,233.0,TA,TA,CBlock,Gd,TA,Av,ALQ,605,Unf,427,1032,GasA,TA,Y,SBrkr,0,1032,0,2,0,3,1,TA,Typ,1,Attchd,Unf,2,TA,TA,Y,0,0,7,2007,WD,Normal,148000
1364,60,RL,73.0,8499,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,616,616,GasA,Ex,Y,SBrkr,796,1412,0,2,1,3,1,Gd,Typ,1,BuiltIn,Fin,2,TA,TA,Y,0,36,3,2007,New,Partial,156932
289,20,RL,70.01578947368421,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450,Unf,432,882,GasA,TA,Y,SBrkr,0,900,0,1,0,3,1,TA,Typ,0,Detchd,Unf,1,TA,TA,Y,0,0,2,2010,WD,Normal,122000
1197,60,RL,58.0,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,879,879,GasA,Ex,Y,SBrkr,984,1863,0,2,1,4,1,Gd,Typ,1,BuiltIn,Fin,3,TA,TA,Y,100,17,11,2006,New,Partial,219210
765,120,RL,30.0,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,0,1494,GasA,Ex,Y,SBrkr,0,1494,1,1,1,2,1,Ex,Typ,1,Attchd,Fin,2,TA,TA,Y,0,30,4,2006,WD,Normal,270000
1313,60,RL,70.01578947368421,9572,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,971,1453,GasA,Ex,Y,SBrkr,1357,2810,0,2,1,4,1,Gd,Typ,1,Attchd,RFn,2,Gd,Gd,Y,500,0,6,2007,WD,Normal,302000
927,60,RL,93.0,11999,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,340.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1181,1181,GasA,Ex,Y,SBrkr,1140,2374,0,2,1,4,1,Ex,Typ,1,BuiltIn,Fin,3,TA,TA,Y,104,100,5,2007,WD,Normal,285000
520,70,RL,53.0,10918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,1276,1276,GasA,Ex,Y,SBrkr,804,2080,0,1,1,3,1,Gd,Typ,2,Detchd,Unf,1,TA,TA,Y,0,0,6,2009,WD,Normal,234000
666,60,RL,106.0,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1406,1406,GasA,Ex,Y,SBrkr,482,1936,0,2,1,3,1,Gd,Typ,1,Attchd,RFn,2,TA,TA,Y,188,124,11,2006,WD,Normal,230500
499,20,RL,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,89.0,TA,TA,PConc,TA,TA,No,ALQ,450,Unf,414,864,GasA,Ex,Y,SBrkr,0,899,0,1,0,3,1,Gd,Typ,0,Attchd,Fin,1,TA,TA,Y,64,0,6,2009,WD,Normal,130000
1297,20,RL,80.0,8700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,344,1120,GasA,Gd,Y,SBrkr,0,1128,1,2,0,3,1,TA,Typ,0,Attchd,RFn,2,TA,TA,Y,192,20,12,2008,WD,Normal,155000
128,45,RM,55.0,4388,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,116,Unf,556,672,GasA,Ex,Y,SBrkr,0,840,0,1,0,3,1,TA,Typ,1,,,0,,,N,0,0,6,2007,WD,Normal,87000
1370,20,RL,48.0,10635,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370,GLQ,315,1657,GasA,Ex,Y,SBrkr,0,1668,1,2,0,3,1,Gd,Typ,1,Attchd,Fin,2,TA,TA,Y,0,262,5,2010,WD,Normal,232000
89,50,C (all),105.0,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,1013,1013,GasA,TA,N,SBrkr,0,1526,0,1,0,2,1,Fa,Typ,0,,,0,,,N,0,0,10,2009,ConLD,Abnorml,85000
109,50,RM,85.0,8500,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,793,793,GasW,TA,N,FuseF,520,1517,0,2,0,3,1,Fa,Typ,0,,,0,,,N,0,0,8,2007,WD,Normal,115000
1067,60,RL,59.0,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,799,799,GasA,Gd,Y,SBrkr,772,1571,0,2,1,3,1,TA,Typ,1,Attchd,RFn,2,TA,TA,Y,0,40,5,2009,WD,Normal,178000
486,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,506,1113,GasA,Gd,Y,SBrkr,0,1113,0,1,0,3,1,Gd,Typ,1,Attchd,Unf,1,TA,TA,Y,0,80,7,2009,WD,Normal,147000
